"Model","Launch","Code name","Fab (nm)","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Fillrate","Fillrate","Fillrate","Fillrate","Memory","Memory","Memory","API support","API support"
"Model","Launch","Code name","Fab (nm)","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","MOperations/s","MPixels/s","MTexels/s","MVertices/s","Bandwidth (GB/s)","Bus type","Bus width (bit)","DirectX","OpenGL"
"STG-2000","September 1995","NV1","?","PCI","2
4","12","75","1:1:1","12","12","12","0","0.6","EDO
VRAM","64","n/a","n/a"
"Riva128","April 1997","NV3","350","PCI","4","100","100","1:1:1","100","100","100","0","1.6","SDR","128","5.0","1.0"
"Riva128ZX","February 23, 1998","NV3","350","AGP 2x, PCI","8","100","100","1:1:1","100","100","100","0","1.6","SDR","128","5.0","1.0"
"Riva TNT","March 23, 1998","NV4","350","AGP 2x, PCI","8
16","90","110","2:2:2","180","180","180","0","1.76","SDR","128","5.0","1.2"
"Vanta","March 22, 1999","NV6","250","AGP 4x","16","100","125","2:2:2","200","200","200","0","1","SDR","64","6.0","1.2"
"Vanta LT","March, 2000","NV6","250","AGP 4x","8
16","80","100","2:2:2","160","160","160","0","0.8","SDR","64","6.0","1.2"
"Riva TNT2 M64","October, 1999","NV6","250","AGP 4x, PCI","8, 16
32","125","150","2:2:2","250","250","250","0","1.2","SDR","64","6.0","1.2"
"Riva TNT2","March 15, 1999","NV5","250","AGP 4x, PCI","16
32","125","150","2:2:2","250","250","250","0","2.4","SDR","128","6.0","1.2"
"Riva TNT2 Pro","October 12, 1999","NV5","220","AGP 4x","32","143","166","2:2:2","286","286","286","0","2.656","SDR","128","6.0","1.2"
"Riva TNT2 Ultra","March 15, 1999","NV5","250","AGP 4x","16
32","150","183","2:2:2","300","300","300","0","2.928","SDR","128","6.0","1.2"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Fillrate","Fillrate","Fillrate","Fillrate","Memory","Memory","Memory"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","MOperations/s","MPixels/s","MTextels/s","MVertices/s","Bandwidth (GB/s)","Bus type","Bus width (bit)"
"GeForce256","October 11, 1999","NV10","AGP 4x
PCI","32
64","120","166","4:4:4","480","480","480","0","2.656","SDR","128"
"GeForce256 DDR","February 1, 2000","NV10","AGP 4x
PCI","32
64","120","300","4:4:4","480","480","480","0","4.8","DDR","128"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Fillrate","Fillrate","Fillrate","Fillrate","Memory","Memory","Memory"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","MOperations/s","MPixels/s","MTextels/s","MVertices/s","Bandwidth (GB/s)","Bus type","Bus width (bit)"
"GeForce2 MX IGP + nForce 220/420","June 4, 2001","NV1A","FSB","Up to 32 system RAM","175","266","2:4:2","350","350","700","0","2.128
4.256","DDR","64
128"
"GeForce2 MX200","March 3, 2001","NV11","AGP 4x
PCI","32
64","175","166","2:4:2","350","350","700","0","1.328","SDR","64"
"GeForce2 MX","June 28, 2000","NV11","AGP 4x
PCI","32
64","175","166","2:4:2","350","350","700","0","2.656","SDR","128"
"GeForce2 MX400","March 3, 2001","NV11","AGP 4x
PCI","32
64","200","166 (SDR)
332 (DDR)","2:4:2","400","400","800","0","2.656","SDR
DDR","128 (SDR)
64 (DDR)"
"GeForce2 GTS","April 26, 2000","NV15","AGP 4x
PCI","32
64","200","332","4:8:4","800","800","1600","0","5.312","DDR","128"
"GeForce2 Pro","December 5, 2000","NV15","AGP 4x
PCI","32
64","200","400","4:8:4","800","800","1600","0","6.4","DDR","128"
"GeForce2 Ti","October 1, 2001","NV15","AGP 4x
PCI","32
64","250","400","4:8:4","1000","1000","2000","0","6.4","DDR","128"
"GeForce2 Ultra","August 14, 2000","NV16","AGP 4x
PCI","64","250","460","4:8:4","1000","1000","2000","0","7.36","DDR","128"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Fillrate","Fillrate","Fillrate","Fillrate","Memory","Memory","Memory"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","MOperations/s","MPixels/s","MTextels/s","MVertices/s","Bandwidth (GB/s)","Bus type","Bus width (bit)"
"GeForce3 Ti200","October 1, 2001","NV20","AGP 4x
PCI","64
128","175","400","4:1:8:4","700","700","1400","42.75","6.4","DDR","128"
"GeForce3","February 27, 2001","NV20","AGP 4x
PCI","64","200","460","4:1:8:4","800","800","1600","50","7.36","DDR","128"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","DRAM type","Bus width (bit)","DirectX","OpenGL","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"GeForce 205","November 26, 2009","GT218","40","260","57","1","PCIe 2.0 x16","512","8:4:4","589","1402","1000","2.356","2.356","8","DDR2","64","10.1","3.3","33.4","30.5","1.06","OEM only"
"GeForce 210","October 12, 2009","GT218","40","260","57","1","PCIe 2.0 x16
PCIe x1
PCI","512
1024","16:8:4","520
589","1230
1402","1000–1600","2.356","4.712","4.0
8.0
12.8","DDR2
DDR3","32
64","10.1","3.3","67.296","30.5","2.21",""
"GeForce GT 220","October 12, 2009","GT216","40","486","100","1","PCIe 2.0 x16","512
1024","48:16:8","615(OEM)
625","1335(OEM)
1360","1000
1580","5","10","16.0
25.3","DDR2
DDR3","128","10.1","3.3","192(OEM)
196","58","3.31(OEM)
3.38",""
"GeForce GT 230 v.1","2009","G94b","55","505","196?","1","PCIe 2.0 x16","512
1024","48:24:16","650","1625","1800","10.4","15.6","57.6","GDDR3","256","10","3.3","234","75","3.12","OEM only"
"GeForce GT 230 v.2","2009","G92b","55","754","260","1","PCIe 2.0 x16","1536","96:48:12","500","1242","1000","6","24","24","DDR2","192","10","3.3","357.69","75","4.77","OEM only"
"GeForce GT 240","November 17, 2009","GT215","40","727","139","1","PCIe 2.0 x16","512
1024","96:32:8","550","1340","1800
2000
3400(GDDR5)","4.4","17.6","28.8(OEM)
32
54.4(GDDR5)","DDR3
GDDR3
GDDR5","128","10.1","3.3","385.9","69","5.59",""
"GeForce GTS 240","Q4 2009","G92a
G92b","65
55","754","324
260","1","PCIe 2.0 x16","1024","112:56:16","675","1620","2200","10.8","37.8","70.4","GDDR3","256","10.0","3.3","554.32","120","4.62","OEM only"
"GeForce GTS 250 Green","2009","G92b","65
55","754","260","1","PCIe 2.0 x16","512
1024","128:64:16","702","1512","2000","11.2","44.9","64.0","GDDR3","256","10.0","3.3","581","130","4.47",""
"GeForce GTS 250","March 3, 2009","G92-428-B1","65
55","754","260","1","PCIe 2.0 x16","512
1024","128:64:16","738","1836","2000
2200","11.808","47.232","64.0
70.4","GDDR3","256","10.0","3.3","705.024","150","4.86","Some cards are rebranded GeForce 9800 GTX+"
"GeForce GTX 260","June 16, 2008","GT200-100-A2","65","1400","576","1","PCIe 2.0 x16","896","192:64:28","576","1242","1998","16.128","36.864","111.9","GDDR3","448","10.0","3.3","715.392","202","3.54","Replaced by GTX 260 Core 216"
"GeForce GTX 260 Core 216","September 16, 2008","GT200-103-A2
GT200-105-B3","65
55","1400","576
470","1","PCIe 2.0 x16","896 (1792)","216:72:28","576","1242","1998","16.128","41.472","111.9","GDDR3","448","10.0","3.3","804.816
874.8","182
171","4.42
4.71",""
"GeForce GTX 275","April 9, 2009","GT200-400-B3","55","1400","470","1","PCIe 2.0 x16","896","240:80:28","633","1404","2268","17.724","50.6","127.0","GDDR3","448","10.0","3.3","1010.880","219","4.62","Effectively one-half of the GTX 295"
"GeForce GTX 280","June 17, 2008","GT200-300-A2","65","1400","576","1","PCIe 2.0 x16","1024","240:80:32","602","1296","2214","19.264","48.16","141.7","GDDR3","512","10.0","3.3","933.120","236","3.95","Replaced by GTX 285"
"GeForce GTX 285","January 15, 2009","GT200-350-B3","55","1400","470","1","PCIe 2.0 x16","1024 (2048*)","240:80:32","648","1476","2484","20.736","51.84","159.0","GDDR3","512","10.0","3.3","1062.72","204","5.24","Palit and EVGA launched 2GB versions. EVGA GTX285 Classified can support 4-way SLI"
"GeForce GTX 295","January 8, 2009","GT200-400-B3","55","2x 1400","2x 470","2","PCIe 2.0 x16","2x 896","2x 240:80:28","576","1242","1998","2x 16.128","2x 46.08","2x 111.9","GDDR3","2x 448","10.0","3.3","1788.480","289","6.19","Dual PCB models were phased out in favor of a single PCB model with 2 GPUs"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","DRAM type","Bus width (bit)","DirectX","OpenGL","GFLOPS (MADD+MUL)","TDP (Watts)","GFLOPS/W","Comments"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory Configuration","Memory Configuration","Memory Configuration","API support (version)","API support (version)","GFLOPS (MADD+MUL)","TDP (Watts)","GFLOPS/W","Comments"
"Model","Features","Features","Features","Features","Features","Features","Features","Features"
"Model","Scalable Link Interface (SLI)","PureVideo 2 with VP2Engine: (BSP and 240 AES)","PureVideo 4 with VP4 Engine","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 210","No","No","Yes","Yes","Yes","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce GT 220","No","No","Yes","Yes","Yes","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce GT 240","No","No","Yes","Yes","Yes","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce GTS 250","Yes
3-Way (4-way for EVGA 285 Classified)","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce GTX 260","Yes
3-Way (4-way for EVGA 285 Classified)","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce GTX 260 Core 216","Yes
3-Way (4-way for EVGA 285 Classified)","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce GTX 260 Core 216 (55 nm)","Yes
3-Way (4-way for EVGA 285 Classified)","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce GTX 275","Yes
3-Way (4-way for EVGA 285 Classified)","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce GTX 280","Yes
3-Way (4-way for EVGA 285 Classified)","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce GTX 285","Yes
3-Way (4-way for EVGA 285 Classified)","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce GTX 295","Yes","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory Configuration","Memory Configuration","Memory Configuration","API support (version)","API support (version)","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","DRAM type","Bus width (bit)","DirectX","OpenGL","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"GeForce 310","November 27, 2009","GT218","40","260","57","1","PCIe 2.0 x16","512","16:8:4","589","1402","1000","2.356","4.712","8","DDR2","64","10.1","3.3","67.296","30.5","2.21","OEM Card, similar to Geforce 210"
"GeForce 315","February, 2010","GT216","40","486","100","1","PCIe 2.0 x16","512","48:16:8","475","1100","1580","3.8","7.6","12.6","DDR3","64","10.1","3.3","158.4","33","4.8","OEM Card, similar to Geforce GT220"
"GeForce GT 320","February, 2010","GT215","40","727","144","1","PCIe 2.0 x16","1024","72:24:8","540","1302","1580","4.32","12.96","25.3","GDDR3","128","10.1","3.3","281.23","43","6.54","OEM Card"
"GeForce GT 330","February, 2010","GT215-301-A3","40","727","144","1","PCIe 2.0 x16","1024
1536
2048","96:48?:8?
96:48?:12?
112:56?:16?","500
550","1250
1340","1000 (DDR2)
1600 (GDDR3)","Unknown","Unknown","24
32","DDR2
GDDR3","128
192
256","10","3.3","Unknown","75","Unknown","Specifications vary depending on OEM, similar to GT230 v2."
"GeForce GT 340","February, 2010","GT215","40","727","144","1","PCIe 2.0 x16","512
1024","96:32:8","550","1340","3400","4.4","17.6","54.4","GDDR5","128","10.1","3.3","385.9","69","5.59","OEM Card, similar to GT240"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","SM count","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory Configuration","Memory Configuration","Memory Configuration","API support (version)","API support (version)","API support (version)","GFLOPS (FMA)","TDP (watts)","GFLOPS/W","Release Price (USD)"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","SM count","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","DRAM type","Bus width (bit)","DirectX","OpenGL","OpenCL","GFLOPS (FMA)","TDP (watts)","GFLOPS/W","Release Price (USD)"
"GeForce 405 (OEM)","September 16, 2011","GT216
GT218","40","486
260","100
57","1","PCIe 2.0 x16","512
1024","1","48:16:8
16:8:4","475
589","1100
1402","800
790","3.8
2.36","7.6
4.71","12.6","DDR3","64","10.1","3.3","1.1","105.6
44.86","30.5","","OEM"
"GeForce GT 420 (OEM)","September 3, 2010","GF108","40","585","116","1","PCIe 2.0 x16","2048","1","48:4:4","700","1400","1800","2.8","2.8","28.8","GDDR3","128","11","4.5","1.1","134.4","50","2.69","OEM"
"GeForce GT 430 (OEM)","October 11, 2010","GF108","40","585","116","1","PCIe 2.0 x16","2048","2","96:16:4","700","1400","1600
1800","2.8","11.2","25.6
28.8","GDDR3","128","11","4.5","1.1","268.8","60","4.48","OEM"
"GeForce GT 430","October 11, 2010","GF108","40","585","116","1","PCIe 2.0 x16
PCI","512
1024","2","96:16:4","700","1400","1800","2.8","11.2","28.8","GDDR3","128","11","4.5","1.1","268.8","49","5.49","$79"
"GeForce GT 430","October 11, 2010","GF108","40","585","116","1","PCIe 2.0 x16
PCI","512
1024","2","96:16:4","700","1400","1300","2.8","11.2","10.4","GDDR3","64","11","4.5","1.1","268.8","49","5.49","$79"
"GeForce GT 440","February 1, 2011","GF108","40","585","116","1","PCIe 2.0 x16","512
1024
2048","2","96:16:4","810","1620","1800
3200","3.24","12.96","28.8
51.2","GDDR3
GDDR5","128","11","4.5","1.1","311.04","65","4.78","$100"
"GeForce GT 440 (OEM)","October 11, 2010","GF106","40","1170","238","1","PCIe 2.0 x16","1536
3072","3","144:24:24","594","1189","1800","14.26","14.26","43.2","GDDR3","192","11","4.5","1.1","342.43","56","6.11","OEM"
"GeForce GTS 450 (OEM)","October 11, 2010","GF106","40","1170","238","1","PCIe 2.0 x16","1024
1536","3","144:24:24","790","1580","4000","18.96","18.96","96","GDDR5","192","11","4.5","1.1","455.04","106","4.29","OEM"
"GeForce GTS 450","September 13, 2010
March 15, 2011","GF106-250
GF116-200","40","1170","238","1","PCIe 2.0 x16","512
1024","4","192:32:16","783","1566","3608","12.53","25.06","57.73","GDDR5","128","11","4.5","1.1","601.34","106","5.67","$129"
"GeForce GTX 460 SE","November 15, 2010","GF104-225-A1","40","1950","332","1","PCIe 2.0 x16","1024","6","288:48:32","650","1300","3400","20.8","31.2","108.8","GDDR5","256","11","4.5","1.1","748.8","150","4.99","$160"
"GeForce GTX 460 (OEM)","October 11, 2010","GF104","40","1950","332","1","PCIe 2.0 x16","1024","7","336:56:32","650","1300","3400","20.8","36.4","108.8","GDDR5","256","11","4.5","1.1","873.6","150","5.82","OEM"
"GeForce GTX 460","July 12, 2010","GF104-300-KB-A1","40","1950","332","1","PCIe 2.0 x16","768","7","336:56:24","675","1350","3600","16.2","37.8","86.4","GDDR5","192","11","4.5","1.1","907.2","150","6.05","$199"
"GeForce GTX 460","July 12, 2010","GF104-300-KB-A1","40","1950","332","1","PCIe 2.0 x16","1024
2048","7","336:56:32","675","1350","3600","21.6","37.8","115.2","GDDR5","256","11","4.5","1.1","907.2","160","5.67","$229"
"GeForce GTX 460 v2","September 24, 2011","GF114","40","1950","332","1","PCIe 2.0 x16","1024","7","336:56:24","778","1556","4008","18.67","43.57","96.2","GDDR5","192","11","4.5","1.1","1045.6","160","6.54","$199"
"GeForce GTX 465","May 31, 2010","GF100","40","3000","529","1","PCIe 2.0 x16","1024","11","352:44:32","607","1215","3206","19.42","26.71","102.6","GDDR5","256","11","4.5","1.1","855.36","200","4.28","$279"
"GeForce GTX 470","March 26, 2010","GF100","40","3000","529","1","PCIe 2.0 x16","1280","14","448:56:40","607","1215","3348","24.28","34","133.9","GDDR5","320","11","4.5","1.1","1088.64","215","5.06","$349"
"GeForce GTX 480","March 26, 2010","GF100","40","3000","529","1","PCIe 2.0 x16","1536","15","480:60:48","700","1401","3696","33.60","42","177.4","GDDR5","384","11","4.5","1.1","1344.96","250","5.38","$499"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","SM count","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory Configuration","Memory Configuration","Memory Configuration","API support (version)","API support (version)","API support (version)","GFLOPS (FMA)","TDP (watts)","GFLOPS/W","Release Price (USD)"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","SM count","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","DRAM type","Bus width (bit)","DirectX","OpenGL","OpenCL","GFLOPS (FMA)","TDP (watts)","GFLOPS/W","Release Price (USD)"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","SM count","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory Configuration","Memory Configuration","Memory Configuration","API support (version)","API support (version)","API support (version)","GFLOPS (FMA)","TDP (watts)","GFLOPS/W","Release Price (USD)"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","SM count","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","DRAM type","Bus width (bit)","DirectX","OpenGL","OpenCL","GFLOPS (FMA)","TDP (watts)","GFLOPS/W","Release Price (USD)"
"GeForce 510","September 29, 2011","GF119","40","292","79","1","PCIe 2.0 x16","1024
2048","1","48:8:4","523","1046","1800","2.1","4.4","14.4","DDR3","64","11","4.5","1.1","100.4","25","4.02","OEM"
"GeForce GT 520","April 12, 2011","GF119","40","?","79","1","PCIe 2.0 x16
PCIe 2.0 x1
PCI","1024
2048","1","48:8:4","810","1620","1800","3.25","6.5","14.4","DDR3","64","11","4.5","1.1","155.5","29","5.36","$59"
"GeForce GT 530","May 14, 2011","GF108? / GF118","40","~585","~116","1","PCIe 2.0 x16","1024
2048","2","96:16:4","700","1400","1800","2.8","11.2","28.8","DDR3","128","11","4.5","1.1","268.8","50","5.38","OEM"
"GeForce GT 545 DDR3","May 14, 2011","GF116","40","~1170","~238","1","PCIe 2.0 x16","1536
3072","3","144:24:16","720","1440","1800","11.52","17.28","43","DDR3","192","11","4.5","1.1","415.07","70","5.93","$149"
"GeForce GT 545 GDDR5","May 14, 2011","GF116","40","~1170","~238","1","PCIe 2.0 x16","1024","3","144:24:16","870","1740","1998","13.92","20.88","64","GDDR5","128","11","4.5","1.1","501.12","105","4.77","OEM"
"GeForce GTX 550 Ti","March 15, 2011","GF116-400","40","~1170","~238","1","PCIe 2.0 x16","1024
3072","4","192:32:24","900","1800","4104","21.6","28.8","98.5","GDDR5","192","11","4.5","1.1","691.2","116","5.96","$149"
"GeForce GTX 555","14 May 2011","GF114","40","1950","332","1","PCIe 2.0 x16","1024","6","288:48:24","736","1472","3828","17.6","35.3","91.9","GDDR5","192","11","4.5","1.1","847.9","150","5.65","OEM"
"GeForce GTX 560 SE","N/A","GF114","40","1950","~332","1","PCIe 2.0 x16","1024","6","288:48:24","736","1472","3828","17.7","35.3","91.9","GDDR5","192","11","4.5","1.1","847.8","150","5.65","OEM"
"GeForce GTX 560","May 17, 2011","GF114","40","1950","~332","1","PCIe 2.0 x16","1024 2048","7","336:56:32","810","1620","4008","25.92","45.36","128.1","GDDR5","256","11","4.5","1.1","1088.6","150","7.26","$199"
"GeForce GTX 560 Ti","January 25, 2011","GF114","40","1950","~332","1","PCIe 2.0 x16","1024
2048","8","384:64:32","822","1645","4008","26.3","52.61","128.26","GDDR5","256","11","4.5","1.1","1263.4","170","7.43","$249"
"GeForce GTX 560 Ti OEM","May 30, 2011","GF110","40","3000","520","1","PCIe 2.0 x16","1280
2560","11","352:44:40","732","1464","3800","29.28","32.21","152","GDDR5","320","11","4.5","1.1","1030.7","210","4.91","OEM"
"GeForce GTX 560 Ti 448 Cores Limited Edition","November 29, 2011","GF110-270-A1","40","3000","520","1","PCIe 2.0 x16","1280","14","448:56:40","732","1464","3800","29.28","40.99","152","GDDR5","320","11","4.5","1.1","1311.7","210","6.25","$289"
"GeForce GTX 570","December 7, 2010","GF110-275-A1","40","3000","520","1","PCIe 2.0 x16","12802560","15","480:60:40","732","1464","3800","29.28","43.92","152","GDDR5","320","11","4.5","1.1","1405.4","219","6.41","$349"
"GeForce GTX 580","November 9, 2010","GF110-375-A1","40","3000","520","1","PCIe 2.0 x16","1536
3072","16","512:64:48","772","1544","4008","37.05","49.41","192.384","GDDR5","384","11","4.5","1.1","1581.1","244","6.48","$499"
"GeForce GTX 590","March 24, 2011","2xGF110-351-A1","40","2x3000","2x520","2","PCIe 2.0 x16","2x1536","2×16","2x512:64:48","607","1215","3414","2×29.14","2×38.85","2×163.87","GDDR5","2×384","11","4.5","1.1","2488.3","365","6.82","$699"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","SM count","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory Configuration","Memory Configuration","Memory Configuration","API support (version)","API support (version)","API support (version)","GFLOPS (FMA)","TDP (watts)","GFLOPS/W","Release Price (USD)"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","SM count","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","DRAM type","Bus width (bit)","DirectX","OpenGL","OpenCL","GFLOPS (FMA)","TDP (watts)","GFLOPS/W","Release Price (USD)"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","SM count","Core config","Clock rate","Clock rate","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory Configuration","Memory Configuration","Memory Configuration","API support (version)","API support (version)","API support (version)","GFLOPS (FMA)","TDP (watts)","GFLOPS/W","Release Price (USD)"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","SM count","Core config","Core (MHz)","Average Boost (MHz)","Max Boost (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","DRAM type","Bus width (bit)","DirectX","OpenGL","OpenCL","GFLOPS (FMA)","TDP (watts)","GFLOPS/W","Release Price (USD)"
"GeForce 605","April 3, 2012","GF119","40","292","79","1","PCIe 2.0 x16","5121024","1","48:8:4","523","N/A","N/A","1046","898
(1796)","1.05","4.2","14.4","DDR3","64","11.0","4.5","1.1","100.4","25","4.02","OEM"
"GeForce GT 610","May 15, 2012","GF119","40","292","79","1","PCIe 2.0 x16, PCIe x1, PCI","512
1024
2048","1","48:8:4","810","N/A","N/A","1620","1000
1800","1.62","6.5","8
14.4","DDR3","64","11.0","4.5","1.1","155.5","29","5.36","Retail"
"GeForce GT 620","April 3, 2012","GF119","40","292","79","1","PCIe 2.0 x16, PCI","512
1024","1","48:8:4","810","N/A","N/A","1620","898
(1796)","1.62","6.5","14.4","DDR3","64","11.0","4.5","1.1","155.5","30","5.18","OEM"
"GeForce GT 620","May 15, 2012","GF108","40","585","116","1","PCIe 2.0 x16, PCI","1024
2048","2","96:16:4","700","N/A","N/A","1400","1000–1800","2.8","11.2","8–14.4","DDR3","64","11.0","4.5","1.1","268.8","49","5.49","Retail"
"GeForce GT 625","February 19, 2013","GF119","40","292","79","1","PCIe 2.0 x16","5121024","1","48:8:4","810","N/A","N/A","1620","898
(1796)","3.24","6.5","14.4","DDR3","64","11.0","4.5","1.1","155.5","30","5.18","OEM"
"GeForce GT 630","April 24, 2012","GK107","28","1300","118","1","PCIe 3.0 x16","1024
2048","1","192:16:16","875","N/A","N/A","875","891
(1782)","14","14","28.5","DDR3","128","11.0","4.5","1.1","336","50","6.72","OEM"
"GeForce GT 630 (DDR3)","May 15, 2012","GF108","40","585","116","1","PCIe 2.0 x16, PCI","1024
2048
4096","2","96:16:4","700","N/A","N/A","1620","1600–1800","2.8","11.2","25.6–28.8","DDR3","128","11.0","4.5","1.1","311","65","4.79","Retail"
"GeForce GT 630 (GDDR5)","May 15, 2012","GF108","40","585","116","1","PCIe 2.0 x16, PCI","1024","2","96:16:4","810","N/A","N/A","1620","800
(3200)","3.2","13","51.2","GDDR5","128","11.0","4.5","1.1","311","65","4.79","Retail"
"GeForce GT 630 (Rev. 2)","May 29, 2013","GK208","28","","79","1","PCIe 2.0 x8","1024
2048","1","384:16:8","902","N/A","N/A","902","900
(1800)","7.22","14.44","14.4","DDR3","64","11.0","4.5","1.1","692.7","25","27.68",""
"GeForce GT 635 (OEM)","February 19, 2013","GK208","28","","79","1","PCIe 3.0 x8","1024
2048","1","384:16:8","967","N/A","N/A","967","1001
(2002)","7.74","15.5","16","DDR3","64","11.0","4.5","1.1","742.7","35","21.22","OEM"
